periodo;regiao;no_transportes;no_utentes;valor
2021-02;Região de Saúde LVT;52774.0;5109.0;1772811.17
2021-02;Região de Saúde do Algarve;5503.0;579.0;180024.82
2021-03;Região de Saúde do Norte;74017.0;6582.0;1858364.96
2021-03;Região de Saúde do Centro;27301.0;3285.0;794602.35
2021-04;Região de Saúde do Centro;27485.0;3495.0;795205.35
2021-04;Região de Saúde do Algarve;6433.0;641.0;203060.75
2021-05;Região de Saúde do Centro;28090.0;3651.0;817712.07
2021-08;Região de Saúde do Norte;87981.0;8325.0;2209240.15
2021-09;Região de Saúde do Centro;31559.0;4049.0;885716.06
2021-10;Região de Saúde do Centro;30833.0;4027.0;850589.16
2021-11;Região de Saúde do Norte;93408.0;9219.0;2250135.43
2021-12;Região de Saúde do Norte;85471.0;8768.0;2117358.12
2021-12;Região de Saúde do Algarve;6196.0;633.0;198904.52
2022-02;Região de Saúde do Alentejo;3071.0;573.0;100745.69
2022-03;Região de Saúde do Centro;35265.0;4317.0;966299.5
2022-04;Região de Saúde do Centro;30012.0;4000.0;841010.91
2022-04;Região de Saúde do Alentejo;3288.0;625.0;105239.41
2022-05;Região de Saúde do Norte;97630.0;9445.0;2458032.79
2022-08;Região de Saúde do Norte;93719.0;9346.0;2879128.27
2022-08;Região de Saúde do Algarve;6904.0;682.0;265231.21
2022-09;Região de Saúde do Norte;102367.0;9820.0;2560314.37
2022-10;Região de Saúde do Centro;32711.0;4262.0;976417.079999999
2022-11;Região de Saúde do Norte;99592.0;9989.0;2554590.51
2022-11;Região de Saúde do Algarve;7360.0;751.0;239819.23
2023-01;Região de Saúde do Centro;33641.0;4365.0;1010784.13
2023-01;Região de Saúde do Algarve;7353.0;743.0;228182.34
2023-03;Região de Saúde do Norte;107011.0;10378.0;2738305.4
2023-07;Região de Saúde do Centro;33579.0;4278.0;1073295.88
2023-08;Região de Saúde LVT;69976.0;6564.0;2677035.38
2023-09;Região de Saúde do Norte;102496.0;10543.0;2739237.84
2023-10;Região de Saúde do Centro;33734.0;4357.0;1067710.24999999
2023-10;Região de Saúde do Alentejo;4481.0;647.0;151828.96
2023-11;Região de Saúde LVT;74347.0;7008.0;2774479.6
2023-11;Região de Saúde do Alentejo;4098.0;603.0;144478.44
2024-02;Região de Saúde do Algarve;7130.0;745.0;224193.37
2024-04;Região de Saúde LVT;69954.0;6693.0;2623110.77999999
2024-04;Região de Saúde do Algarve;7162.0;749.0;226807.32
2024-07;Região de Saúde do Algarve;820.0;820.0;254820.87
2024-08;Região de Saúde LVT;70081.0;6671.0;2650775.36999999
2024-08;Região de Saúde do Alentejo;6816.0;1548.0;278239.26
2024-09;Região de Saúde do Norte;109055.0;11117.0;2832737.47
2024-09;Região de Saúde do Centro;31125.0;4068.0;1000902.98
2024-10;Região de Saúde LVT;75861.0;7018.0;2900551.57999999
2024-10;Região de Saúde do Algarve;7615.0;751.0;247320.38
2024-12;Região de Saúde do Algarve;6273.0;693.0;216789.92
2014-01;Região de Saúde do Alentejo;4405.0;709.0;198221.24
2014-03;Região de Saúde do Algarve;7276.0;717.0;218442.49
2014-04;Região de Saúde do Algarve;7175.0;709.0;212904.72
2014-06;Região de Saúde do Centro;30830.0;4120.0;700356.96
2014-07;Região de Saúde do Norte;89610.0;8954.0;1527907.74999999
2014-07;Região de Saúde do Alentejo;4632.0;700.0;201569.61
2014-08;Região de Saúde LVT;60321.0;5886.0;1238907.68
2014-09;Região de Saúde do Alentejo;4532.0;735.0;198402.33
2014-11;Região de Saúde do Alentejo;4828.0;1237.0;224128.0
2014-12;Região de Saúde do Norte;72333.0;8245.0;1340328.10999999
2014-12;Região de Saúde do Centro;29244.0;3865.0;698421.449999999
2015-01;Região de Saúde do Centro;26950.0;3975.0;662879.77
2015-02;Região de Saúde do Norte;71657.0;8330.0;1327186.48999999
2015-02;Região de Saúde do Alentejo;4968.0;1360.0;207188.49
2015-03;Região de Saúde LVT;61312.0;5929.0;1301724.6
2015-04;Região de Saúde do Centro;29799.0;3932.0;706386.95
2015-04;Região de Saúde LVT;61892.0;5948.0;1297945.63
2015-05;Região de Saúde do Alentejo;5043.0;1356.0;210772.55
2015-07;Região de Saúde do Norte;89636.0;9280.0;1631961.06999999
2015-08;Região de Saúde do Alentejo;4519.0;1137.0;183450.55
2015-08;Região de Saúde do Algarve;9006.0;823.0;263847.03
2015-08;Região de Saúde do Centro;30840.0;3903.0;703217.96
2015-08;Região de Saúde LVT;61727.0;5985.0;1291575.31
2015-09;Região de Saúde do Centro;32513.0;4043.0;726773.64
2015-11;Região de Saúde do Centro;31864.0;4297.0;736538.0
2015-12;Região de Saúde LVT;65020.0;6205.0;1363007.12
2016-02;Região de Saúde do Alentejo;4957.0;1341.0;198886.56
2016-02;Região de Saúde do Algarve;7994.0;783.0;221034.02
2016-02;Região de Saúde do Centro;29416.0;4164.0;695446.8
2016-03;Região de Saúde do Alentejo;5368.0;1367.0;214875.63
2016-04;Região de Saúde do Alentejo;5153.0;1296.0;204726.62
2016-04;Região de Saúde LVT;66011.0;6387.0;1382396.59
2016-05;Região de Saúde do Centro;32782.0;4427.0;758722.54
2016-05;Região de Saúde LVT;66500.0;6516.0;1392986.32
2016-05;Região de Saúde do Alentejo;4682.0;1234.0;206857.35
2016-09;Região de Saúde do Norte;85576.0;9331.0;1600068.63999999
2016-09;Região de Saúde do Centro;33531.0;4455.0;783206.17
2016-10;Região de Saúde do Norte;87358.0;9834.0;1618918.68999999
2016-10;Região de Saúde do Centro;33433.0;4544.0;781262.36
2016-10;Região de Saúde LVT;64897.0;6365.0;1383769.57
2016-11;Região de Saúde LVT;65369.0;6353.0;1372191.82
2016-11;Região de Saúde do Alentejo;6687.0;1525.0;259231.42
2016-11;Região de Saúde do Algarve;7973.0;753.0;234299.68
2016-12;Região de Saúde LVT;64202.0;6164.0;1354428.19
2017-01;Região de Saúde do Centro;31895.0;4623.0;779452.02
2017-03;Região de Saúde do Alentejo;7534.0;1697.0;290916.52
2017-04;Região de Saúde do Algarve;7961.0;849.0;238708.99
2017-05;Região de Saúde LVT;70695.0;6752.0;1520068.14
2017-06;Região de Saúde do Norte;91444.0;9883.0;1681842.09999999
2017-07;Região de Saúde LVT;68431.0;6856.0;1487800.84
2017-07;Região de Saúde do Alentejo;6864.0;1537.0;259762.1
2017-08;Região de Saúde LVT;69466.0;6650.0;1518985.89
2017-08;Região de Saúde do Alentejo;6629.0;1509.0;255029.83
2017-08;Região de Saúde do Algarve;8985.0;890.0;267712.06
2017-10;Região de Saúde do Centro;34855.0;4643.0;810733.43
2017-11;Região de Saúde do Alentejo;3780.0;1047.0;157010.04
2017-11;Região de Saúde do Algarve;5507.0;802.0;154744.2
2018-03;Região de Saúde do Centro;35072.0;4544.0;818982.879999999
2018-04;Região de Saúde do Alentejo;6258.0;1439.0;232604.5
2018-05;Região de Saúde do Norte;98593.0;10665.0;1825950.89999999
2018-07;Região de Saúde do Norte;102114.0;10672.0;1854810.42
2018-07;Região de Saúde do Algarve;10908.0;1076.0;285280.53
2018-08;Região de Saúde do Centro;34037.0;4044.0;745878.05
2018-08;Região de Saúde LVT;62993.0;6143.0;1414828.10999999
2018-10;Região de Saúde do Algarve;10794.0;1006.0;283952.97
2018-11;Região de Saúde do Algarve;10433.0;1011.0;277305.43
2018-12;Região de Saúde do Centro;33990.0;4552.0;780835.439999999
2018-12;Região de Saúde do Algarve;9246.0;958.0;246074.71
2019-01;Região de Saúde LVT;71260.0;6960.0;1603981.97
2019-01;Região de Saúde do Alentejo;4528.0;1066.0;170252.12
2019-02;Região de Saúde do Norte;87635.0;9880.0;1627203.26
2019-03;Região de Saúde do Centro;36222.0;4837.0;839575.37
2019-04;Região de Saúde do Alentejo;4105.0;855.0;150264.83
2019-06;Região de Saúde do Algarve;9181.0;964.0;231815.51
2019-07;Região de Saúde do Centro;40439.0;5013.0;911111.18
2019-08;Região de Saúde LVT;70467.0;6848.0;1621770.71
2019-12;Região de Saúde do Centro;35238.0;4664.0;779759.4
2019-12;Região de Saúde LVT;71658.0;7123.0;1671560.37
2020-02;Região de Saúde do Centro;35812.0;4854.0;802409.01
2020-03;Região de Saúde do Algarve;7487.0;860.0;206856.25
2020-05;Região de Saúde LVT;51441.0;4613.0;1621595.15
2020-06;Região de Saúde do Alentejo;3075.0;587.0;125334.79
2020-07;Região de Saúde do Norte;58406.0;5947.0;1536507.25
2020-09;Região de Saúde LVT;61035.0;5631.0;1912631.67
2020-09;Região de Saúde do Algarve;6312.0;611.0;220678.29
2020-11;Região de Saúde LVT;61028.0;5614.0;1920776.27
2020-12;Região de Saúde do Centro;24835.0;3058.0;727147.7
2021-01;Região de Saúde do Centro;23404.0;3023.0;700394.31
2021-03;Região de Saúde LVT;61756.0;5402.0;2022065.61
2021-04;Região de Saúde do Norte;72861.0;7041.0;1823402.17
2021-04;Região de Saúde LVT;61108.0;5559.0;1994308.51
2021-05;Região de Saúde do Alentejo;3010.0;686.0;117526.9
2021-07;Região de Saúde do Centro;30738.0;3772.0;868887.17
2021-08;Região de Saúde do Alentejo;2994.0;544.0;109711.82
2021-10;Região de Saúde do Norte;90419.0;9038.0;2175130.14
2021-10;Região de Saúde do Alentejo;3151.0;666.0;109029.23
2021-11;Região de Saúde do Algarve;6806.0;661.0;208692.09
2021-12;Região de Saúde do Centro;30642.0;3831.0;857505.98
2021-12;Região de Saúde LVT;67842.0;6263.0;2429761.13
2022-01;Região de Saúde do Alentejo;3305.0;630.0;112405.41
2022-04;Região de Saúde do Norte;86896.0;9050.0;2207239.98
2022-05;Região de Saúde do Centro;21066.0;3333.0;625849.44
2022-05;Região de Saúde do Algarve;6885.0;677.0;209353.25
2022-09;Região de Saúde do Algarve;7300.0;730.0;218868.03
2022-11;Região de Saúde LVT;67122.0;6428.0;2539391.11999999
2022-12;Região de Saúde do Centro;31124.0;4226.0;973005.05
2023-01;Região de Saúde do Alentejo;3957.0;698.0;137999.26
2023-02;Região de Saúde do Norte;91649.0;9615.0;2335788.67
2023-02;Região de Saúde do Centro;30767.0;4224.0;924520.12
2023-02;Região de Saúde do Alentejo;3527.0;612.0;120914.03
2023-03;Região de Saúde do Algarve;8237.0;781.0;242476.56
2023-04;Região de Saúde do Algarve;6668.0;778.0;200773.14
2023-05;Região de Saúde do Algarve;7828.0;772.0;248284.62
2023-06;Região de Saúde do Centro;34233.0;4511.0;1110128.79
2023-06;Região de Saúde LVT;71498.0;6863.0;2602909.76
2023-08;Região de Saúde do Norte;104144.0;10370.0;2888644.56
2023-08;Região de Saúde do Alentejo;3984.0;591.0;136503.94
2023-09;Região de Saúde do Centro;31730.0;4249.0;1025007.79999999
2023-09;Região de Saúde LVT;71567.0;6742.0;2684004.04
2023-09;Região de Saúde do Algarve;7533.0;788.0;238054.61
2023-10;Região de Saúde LVT;72731.0;6914.0;2702934.6
2023-11;Região de Saúde do Algarve;7555.0;748.0;235518.91
2023-12;Região de Saúde do Norte;105370.0;10650.0;3043523.69
2023-12;Região de Saúde do Algarve;6744.0;721.0;225398.88
2024-01;Região de Saúde do Centro;32366.0;4305.0;1056820.91
2024-02;Região de Saúde do Norte;103079.0;10604.0;2759992.14
2024-06;Região de Saúde do Norte;101572.0;11054.0;2656147.52
2024-06;Região de Saúde do Centro;31018.0;4195.0;1019454.54999999
2024-06;Região de Saúde LVT;67508.0;6737.0;2540116.71
2024-07;Região de Saúde do Centro;4339.0;4339.0;1127363.1
2024-08;Região de Saúde do Norte;104572.0;10814.0;2763768.31
2024-09;Região de Saúde LVT;69224.0;6766.0;2631831.70999999
2024-10;Região de Saúde do Centro;35126.0;4387.0;1121853.63
2024-11;Região de Saúde do Centro;10400.0;2929.0;355348.95
2024-12;Região de Saúde do Alentejo;6793.0;1591.0;269973.69
2014-02;Região de Saúde do Alentejo;3987.0;689.0;170139.09
2014-05;Região de Saúde do Alentejo;4716.0;748.0;201716.14
2014-05;Região de Saúde do Algarve;8183.0;748.0;238887.93
2014-07;Região de Saúde LVT;68585.0;6330.0;1365364.46
2014-08;Região de Saúde do Norte;74115.0;8316.0;1335163.51999999
2014-09;Região de Saúde do Norte;83931.0;8811.0;1474497.01999999
2014-09;Região de Saúde LVT;64349.0;6140.0;1313693.83
2014-10;Região de Saúde do Norte;88857.0;9154.0;1563831.70999999
2014-10;Região de Saúde do Algarve;8768.0;796.0;248800.66
2014-10;Região de Saúde LVT;69402.0;6334.0;1432211.70999999
2014-12;Região de Saúde LVT;62553.0;5878.0;1325340.76
2015-01;Região de Saúde do Norte;73439.0;8592.0;1389881.68999999
2015-01;Região de Saúde do Alentejo;5077.0;1371.0;217311.079999999
2015-03;Região de Saúde do Algarve;8042.0;763.0;232661.42
2015-05;Região de Saúde do Algarve;8232.0;771.0;244244.83
2015-07;Região de Saúde do Alentejo;5259.0;1359.0;215872.489999999
2015-07;Região de Saúde do Centro;33640.0;4177.0;758626.27
2015-10;Região de Saúde do Norte;91531.0;9636.0;1627955.57999999
2015-10;Região de Saúde do Alentejo;5319.0;1339.0;217252.36
2015-11;Região de Saúde LVT;65396.0;6466.0;1354166.31
2015-12;Região de Saúde do Algarve;8050.0;763.0;224813.54
2016-01;Região de Saúde do Alentejo;5171.0;1378.0;205136.04
2016-01;Região de Saúde do Algarve;8128.0;761.0;230828.889999999
2016-01;Região de Saúde do Centro;28971.0;4208.0;716364.61
2016-02;Região de Saúde do Norte;78961.0;8952.0;1482871.72999999
2016-03;Região de Saúde do Norte;84792.0;9414.0;1593315.42999999
2016-03;Região de Saúde do Algarve;8630.0;780.0;247174.18
2016-03;Região de Saúde do Centro;32390.0;4368.0;757048.44
2016-04;Região de Saúde do Centro;31673.0;4268.0;739269.08
2016-05;Região de Saúde do Algarve;8188.0;785.0;233641.25
2016-06;Região de Saúde do Centro;33729.0;4389.0;765141.79
2016-06;Região de Saúde LVT;65323.0;6445.0;1378487.09
2016-07;Região de Saúde do Alentejo;6433.0;1381.0;247922.3
2016-08;Região de Saúde do Algarve;8662.0;836.0;254408.53
2016-10;Região de Saúde do Algarve;8652.0;821.0;250092.27
2017-01;Região de Saúde do Norte;83301.0;9455.0;1600343.21999999
2017-01;Região de Saúde do Algarve;8003.0;760.0;250926.03
2017-02;Região de Saúde do Norte;76340.0;8850.0;1467158.39999999
2017-02;Região de Saúde do Alentejo;6420.0;1510.0;256339.44
2017-03;Região de Saúde do Centro;34573.0;4433.0;819994.25
2017-04;Região de Saúde do Norte;80987.0;9553.0;1541342.29
2017-05;Região de Saúde do Norte;97946.0;10078.0;1800079.1
2017-05;Região de Saúde do Alentejo;7409.0;1681.0;290780.57
2017-06;Região de Saúde do Algarve;9588.0;921.0;276817.25
2017-07;Região de Saúde do Norte;91423.0;9976.0;1691897.82999999
2017-09;Região de Saúde do Algarve;9398.0;928.0;273354.77
2017-10;Região de Saúde do Norte;96209.0;10302.0;1778644.05
2017-10;Região de Saúde do Algarve;8998.0;895.0;249456.92
2017-11;Região de Saúde do Norte;94611.0;10347.0;1737741.66
2017-12;Região de Saúde do Centro;30902.0;4311.0;744167.93
2018-01;Região de Saúde do Alentejo;7519.0;1700.0;278746.71
2018-02;Região de Saúde do Centro;31140.0;4518.0;738165.17
2018-02;Região de Saúde LVT;63427.0;6920.0;1444184.94
2018-02;Região de Saúde do Alentejo;7201.0;1743.0;261586.17
2018-02;Região de Saúde do Algarve;9842.0;945.0;259445.55
2018-03;Região de Saúde do Norte;94990.0;10319.0;1782442.62999999
2018-04;Região de Saúde do Norte;87192.0;9949.0;1607111.20999999
2018-04;Região de Saúde LVT;59903.0;6209.0;1344242.54
2018-06;Região de Saúde do Norte;98158.0;10636.0;1757557.84
2018-06;Região de Saúde LVT;70773.0;6944.0;1551082.04
2018-08;Região de Saúde do Algarve;9139.0;941.0;251897.48
2018-10;Região de Saúde LVT;75979.0;7144.0;1670851.28
2018-11;Região de Saúde do Centro;37145.0;4783.0;842142.589999999
2018-11;Região de Saúde do Alentejo;4651.0;976.0;165622.0
2018-12;Região de Saúde do Alentejo;4224.0;906.0;153138.75
2019-02;Região de Saúde do Alentejo;4148.0;932.0;152027.57
2019-02;Região de Saúde do Algarve;9360.0;937.0;254169.85
2019-03;Região de Saúde do Alentejo;4249.0;856.0;150755.69
2019-03;Região de Saúde do Algarve;9579.0;959.0;243026.28
2019-04;Região de Saúde do Norte;99262.0;11105.0;1839704.01
2019-04;Região de Saúde LVT;71215.0;7161.0;1594919.49
2019-04;Região de Saúde do Algarve;9980.0;944.0;248253.81
2019-05;Região de Saúde do Norte;97041.0;11607.0;2012224.76999999
2019-05;Região de Saúde do Algarve;10185.0;957.0;266567.06
2019-06;Região de Saúde do Norte;97598.0;11329.0;1814295.84999999
2019-06;Região de Saúde do Alentejo;3759.0;752.0;132114.59
2019-08;Região de Saúde do Centro;37287.0;4746.0;842551.7
2019-08;Região de Saúde do Algarve;9763.0;949.0;254463.24
2019-09;Região de Saúde do Norte;104180.0;11129.0;1912930.93
2019-11;Região de Saúde do Norte;96451.0;10630.0;1757577.45
2019-12;Região de Saúde do Alentejo;4194.0;793.0;125148.38
2019-12;Região de Saúde do Algarve;8929.0;882.0;228430.66
2020-01;Região de Saúde do Norte;96233.0;10041.0;1881095.97
2020-02;Região de Saúde do Norte;91571.0;9905.0;1706860.39
2020-03;Região de Saúde do Norte;62036.0;8809.0;1279664.09
2020-03;Região de Saúde do Centro;25794.0;4030.0;652280.43
2020-05;Região de Saúde do Norte;33164.0;3852.0;1021467.61
2020-05;Região de Saúde do Centro;14907.0;2112.0;524286.08
2020-06;Região de Saúde do Centro;20910.0;2734.0;627360.05
2020-07;Região de Saúde do Centro;27045.0;3303.0;776140.9
2020-08;Região de Saúde do Centro;26544.0;3293.0;760555.95
2020-08;Região de Saúde do Alentejo;2949.0;580.0;117166.52
2020-09;Região de Saúde do Norte;70124.0;6775.0;1753775.6
2020-09;Região de Saúde do Centro;28700.0;3472.0;805778.169999999
2020-09;Região de Saúde do Alentejo;3067.0;588.0;124402.48
2020-11;Região de Saúde do Centro;27409.0;3406.0;781168.33
2021-01;Região de Saúde do Norte;64064.0;6298.0;1706648.96
2021-01;Região de Saúde do Algarve;5824.0;586.0;198629.66
2021-02;Região de Saúde do Norte;62281.0;6122.0;1620947.48
2021-05;Região de Saúde do Norte;79253.0;7659.0;1935488.41
2021-06;Região de Saúde do Norte;76706.0;8005.0;1861808.75
2021-06;Região de Saúde do Algarve;6571.0;654.0;203381.59
2021-07;Região de Saúde LVT;65283.0;6064.0;2178756.04
2021-08;Região de Saúde do Algarve;6513.0;682.0;203681.9
2021-09;Região de Saúde do Norte;90346.0;8804.0;2205218.44
2021-10;Região de Saúde LVT;68073.0;6339.0;2277569.07
2021-12;Região de Saúde do Alentejo;3362.0;738.0;116613.45
2022-01;Região de Saúde do Centro;30564.0;3925.0;857600.27
2022-02;Região de Saúde do Norte;78841.0;8349.0;1929069.49
2022-02;Região de Saúde do Centro;30450.0;3963.0;836792.39
2022-02;Região de Saúde LVT;61627.0;6147.0;2150978.87
2022-03;Região de Saúde do Norte;95808.0;9084.0;2355734.46
2022-03;Região de Saúde LVT;69840.0;6403.0;2471551.67
2022-03;Região de Saúde do Algarve;6944.0;672.0;219067.41
2022-04;Região de Saúde LVT;64196.0;6235.0;2261262.44
2022-06;Região de Saúde do Algarve;6564.0;700.0;206152.8
2022-08;Região de Saúde do Centro;31795.0;4075.0;1128650.62
2022-08;Região de Saúde LVT;66943.0;6191.0;3068589.71
2022-09;Região de Saúde do Alentejo;4201.0;764.0;144965.52
2022-10;Região de Saúde do Alentejo;4059.0;784.0;146657.4
2022-10;Região de Saúde do Algarve;6860.0;712.0;223000.01
2022-12;Região de Saúde do Norte;90628.0;9716.0;2415281.53
2022-12;Região de Saúde LVT;65834.0;6199.0;2371465.87999999
2023-01;Região de Saúde do Norte;100053.0;9838.0;2582120.51
2023-02;Região de Saúde LVT;61963.0;6314.0;2243764.12999999
2023-03;Região de Saúde do Centro;35606.0;4516.0;1064278.76
2023-03;Região de Saúde do Alentejo;4046.0;660.0;136166.43
2023-04;Região de Saúde do Alentejo;3508.0;596.0;115005.73
2023-05;Região de Saúde LVT;74322.0;6876.0;2761034.88
2023-05;Região de Saúde do Alentejo;4240.0;644.0;137319.95
2023-06;Região de Saúde do Algarve;7663.0;817.0;235953.08
2023-07;Região de Saúde do Alentejo;3600.0;594.0;125127.94
2023-08;Região de Saúde do Centro;32569.0;4299.0;1077882.56
2023-10;Região de Saúde do Norte;111181.0;10981.0;3019821.48
2023-11;Região de Saúde do Norte;105018.0;10881.0;2707097.07
2023-12;Região de Saúde do Centro;29885.0;3983.0;976712.79
2023-12;Região de Saúde LVT;70475.0;6695.0;2666810.44
2024-01;Região de Saúde do Algarve;6990.0;736.0;220363.22
2024-02;Região de Saúde do Alentejo;7708.0;1588.0;298501.48
2024-03;Região de Saúde do Algarve;7112.0;726.0;228245.9
2024-04;Região de Saúde do Norte;107798.0;10914.0;2863465.33
2024-05;Região de Saúde do Norte;112864.0;11137.0;2956728.66
2024-05;Região de Saúde do Centro;33380.0;4379.0;1082480.94
2024-05;Região de Saúde do Algarve;7444.0;753.0;232778.54
2024-07;Região de Saúde do Alentejo;1726.0;1726.0;337285.66
2024-08;Região de Saúde do Algarve;7503.0;773.0;241987.84
2024-09;Região de Saúde do Algarve;7198.0;764.0;233611.51
2024-10;Região de Saúde do Alentejo;8826.0;1849.0;346505.86
2024-12;Região de Saúde do Norte;57590.0;6931.0;1621744.07
2024-12;Região de Saúde do Centro;349.0;168.0;11364.78
2024-12;Região de Saúde LVT;52843.0;6401.0;2083831.60999999
